OID,STATEFP10,COUNTYFP10,MPOCE10,TADCE10,TAZCE10,GEOID10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape__Are,Shape__Len,ID,sourceCoun,ENRICH_FID,aggregatio,population,apportionm,HasData,TOTPOP_CY
-1,36,047,36198201,00002018,00084800,3604700084800,G6320,S,137502.000000000000000,0.000000000000000,+40.6464270,-073.9278611,0.000014640000000,0.015308320000000,24,US,75,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,1879.000000000000000
-1,36,047,36198201,00002009,00019500,3604700019500,G6320,S,137020.000000000000000,0.000000000000000,+40.6914101,-073.9674998,0.000014600000000,0.015335340000000,25,US,76,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3493.000000000000000
-1,36,047,36198201,00002003,00049500,3604700049500,G6320,S,129103.000000000000000,0.000000000000000,+40.7123628,-073.9433572,0.000013760000000,0.015351590000000,26,US,77,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3102.000000000000000
-1,36,047,36198201,00002018,00086200,3604700086200,G6320,S,140147.000000000000000,0.000000000000000,+40.6502164,-073.9282257,0.000014920000000,0.015353140000000,27,US,78,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3132.000000000000000
-1,36,047,36198201,00002020,00079602,3604700079602,G6320,S,134994.000000000000000,0.000000000000000,+40.6527602,-073.9576551,0.000014370000000,0.015394180000000,28,US,79,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4950.000000000000000
-1,36,061,36198201,00001003,00003001,3606100003001,G6320,S,124153.000000000000000,0.000000000000000,+40.7210057,-073.9868387,0.000013230000000,0.015422250000000,29,US,80,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4726.000000000000000
-1,36,047,36198201,00002003,00050300,3604700050300,G6320,S,125308.000000000000000,0.000000000000000,+40.7122018,-073.9474623,0.000013350000000,0.015430100000000,30,US,81,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3044.000000000000000
-1,36,047,36198201,00002020,00079802,3604700079802,G6320,S,106372.000000000000000,0.000000000000000,+40.6579907,-073.9613712,0.000011330000000,0.015471280000000,31,US,82,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,6114.000000000000000
-1,36,047,36198201,00002030,00012801,3604700012801,G6320,S,114978.000000000000000,0.000000000000000,+40.6308009,-074.0133028,0.000012240000000,0.015495670000000,32,US,83,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2176.000000000000000
-1,36,047,36198201,00002010,00018300,3604700018300,G6320,S,137311.000000000000000,0.000000000000000,+40.6913760,-073.9714779,0.000014630000000,0.015528650000000,33,US,84,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2646.000000000000000
-1,36,047,36198201,00002001,00049900,3604700049900,G6320,S,141036.000000000000000,0.000000000000000,+40.7209167,-073.9468849,0.000015030000000,0.015558130000000,34,US,85,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2094.000000000000000
-1,36,047,36198201,00002007,00025100,3604700025100,G6320,S,138489.000000000000000,0.000000000000000,+40.6878546,-073.9493878,0.000014750000000,0.015567800000000,35,US,86,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4262.000000000000000
-1,36,047,36198201,00002009,00023500,3604700023500,G6320,S,141574.000000000000000,0.000000000000000,+40.6925130,-073.9577849,0.000015080000000,0.015570130000000,36,US,87,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,5124.000000000000000
-1,36,047,36198201,00002007,00025500,3604700025500,G6320,S,138635.000000000000000,0.000000000000000,+40.6973922,-073.9512862,0.000014770000000,0.015594010000000,37,US,88,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,5362.000000000000000
-1,36,047,36198201,00002036,00041401,3604700041401,G6320,S,135123.000000000000000,0.000000000000000,+40.6017065,-073.9710654,0.000014380000000,0.015706250000000,38,US,89,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,1317.000000000000000
-1,36,047,36198201,00002014,00012902,3604700012902,G6320,S,127063.000000000000000,0.000000000000000,+40.6807693,-073.9760267,0.000013530000000,0.015738730000000,39,US,90,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2105.000000000000000
-1,36,047,36198201,00002028,00008200,3604700008200,G6320,S,134740.000000000000000,0.000000000000000,+40.6507698,-074.0076247,0.000014350000000,0.015739340000000,40,US,91,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4550.000000000000000
-1,36,047,36198201,00002004,00041100,3604700041100,G6320,S,134954.000000000000000,0.000000000000000,+40.6878791,-073.9071495,0.000014380000000,0.015797590000000,41,US,92,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3551.000000000000000
-1,36,047,36198201,00002045,00116200,3604700116200,G6320,S,143448.000000000000000,0.000000000000000,+40.6699382,-073.8850349,0.000015280000000,0.015810300000000,42,US,93,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2263.000000000000000
-1,36,047,36198201,00002004,00040500,3604700040500,G6320,S,137931.000000000000000,0.000000000000000,+40.6815808,-073.9051926,0.000014690000000,0.015816310000000,43,US,94,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,1761.000000000000000
-1,36,047,36198201,00002028,00008000,3604700008000,G6320,S,135433.000000000000000,0.000000000000000,+40.6485378,-074.0099676,0.000014420000000,0.015817210000000,44,US,95,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4110.000000000000000
-1,36,047,36198201,00002006,00028502,3604700028502,G6320,S,119870.000000000000000,0.000000000000000,+40.6974508,-073.9408852,0.000012770000000,0.015852150000000,45,US,96,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2770.000000000000000
-1,36,047,36198201,00002007,00026300,3604700026300,G6320,S,119604.000000000000000,0.000000000000000,+40.6894684,-073.9451314,0.000012740000000,0.015895300000000,46,US,97,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2066.000000000000000
-1,36,047,36198201,00002015,00021900,3604700021900,G6320,S,147045.000000000000000,0.000000000000000,+40.6719739,-073.9552593,0.000015660000000,0.015896570000000,47,US,98,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3774.000000000000000
-1,36,047,36198201,00002028,00007800,3604700007800,G6320,S,138114.000000000000000,0.000000000000000,+40.6463204,-074.0123370,0.000014700000000,0.015904690000000,48,US,99,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,5538.000000000000000
-1,36,047,36198201,00002028,00007600,3604700007600,G6320,S,138697.000000000000000,0.000000000000000,+40.6440892,-074.0146726,0.000014770000000,0.015914510000000,49,US,100,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,4753.000000000000000
-1,36,047,36198201,00002002,00052500,3604700052500,G6320,S,125394.000000000000000,0.000000000000000,+40.7088970,-073.9599897,0.000013360000000,0.016009870000000,0,US,101,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,3604.000000000000000
-1,36,047,36198201,00002023,00046201,3604700046201,G6320,S,128313.000000000000000,0.000000000000000,+40.6276229,-073.9735164,0.000013660000000,0.016020790000000,1,US,102,BlockApportionment:US.BlockGroups,2.191000000000000,2.576000000000000,1,2706.000000000000000
