OID,License_Se,License_Ty,License_Cl,License__1,Agency_Zon,Agency_Z_1,County_Nam,Premises_N,Doing_Busi,Actual_Add,Additional,City,State,Zip,License_Ce,License_Or,License_Ef,License_Ex,Latitude,Longitude,Location,serial_a2b
-1,1003823,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,KENNETH MCPARTLAN TAVERN CORP,GLEN ROY TAVERN,145 E 149TH STREET,,BRONX,NY,10451,871883,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.818849630499997,-73.928022570300001,"(40.8188496305, -73.9280225703)",207
-1,1003824,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,GLACKENS BAR & GRILL CORP,GLACKENS BAR & GRILL,135 E 149TH STREET,,BRONX,NY,10451,886107,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.818939518599997,-73.928375204899993,"(40.8189395186, -73.9283752049)",208
-1,1003854,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,STEBAR FOOD CORP,WALNUT BUSSTOP COFFEE SHOP,881 883 E 134TH STREET,,BRONX,NY,10454,871647,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.800417848300000,-73.910742403900002,"(40.8004178483, -73.9107424039)",209
-1,1003874,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,LA LECHONERA CRIOLLA INC,,1709 WEBSTER AVE,,BRONX,NY,10457,876365,,7/3/2017 0:00:00,5/31/2019 0:00:00,40.843392666900002,-73.903519155400005,"(40.8433926669, -73.9035191554)",210
-1,1003876,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,EL DIAMANTE RESTAURANT CORP,EL DIAMANTE RESTAURANT,4371 3RD AVE,,BRONX,NY,10457,877658,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.850702119899999,-73.894170895100004,"(40.8507021199, -73.8941708951)",211
-1,1003885,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,DOMINICKS BAR & RESTAURANT INC,,2335 ARTHUR AVENUE,,BRONX,NY,10458,874887,,6/1/2017 0:00:00,5/31/2019 0:00:00,40.854134888899999,-73.888849639399993,"(40.8541348889, -73.8888496394)",212
-1,1003897,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,MARIOS RESTAURANT INC,MARIOS RESTAURANT,2342 ARTHUR AVENUE,,BRONX,NY,10458,883629,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.854125387200000,-73.888684312799995,"(40.8541253872, -73.8886843128)",213
-1,1003900,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,MEXICAN ENTERTAINMENT OF WEBSTER INC,,2649 WEBSTER AVENUE,,BRONX,NY,10458,868639,,12/1/2016 0:00:00,11/30/2018 0:00:00,40.863580095000003,-73.889057780100003,"(40.863580095, -73.8890577801)",214
-1,1003904,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,P A R T RESTAURANT CORP,PASQUALES RIGOLETTO,2311 ARTHUR AVE,,BRONX,NY,10458,869780,,1/11/2017 0:00:00,12/31/2018 0:00:00,40.853519690600002,-73.889387868800000,"(40.8535196906, -73.8893878688)",215
-1,1003909,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,S&N ARTHUR AVENUE INC,,2331 ARTHUR AVE,,BRONX,NY,10458,880214,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.854003832799997,-73.888877477600005,"(40.8540038328, -73.8888774776)",216
-1,1003945,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,CRISROSE TAVERN INC,SHAMROCK INN,1729 CROSBY AVE,,BRONX,NY,10461,880151,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.845795817800003,-73.831529534500007,"(40.8457958178, -73.8315295345)",217
-1,1003953,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,GIOVANNIS ITALIAN RESTAURANT & PIZZA CORP,GIOVANNIS RESTAURANT,3209 WESTCHESTER AVE,,BRONX,NY,10461,876959,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.851719981999999,-73.829611982000003,"(40.851719982, -73.829611982)",219
-1,1003968,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,VANETT INC,JIMMY RYANS,3003 3005 & 3007 MIDDLETOWN RD,,BRONX,NY,10461,868385,,12/1/2016 0:00:00,11/30/2018 0:00:00,40.843934600499999,-73.830333068900003,"(40.8439346005, -73.8303330689)",220
-1,1003970,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,VILLA BARONE RISTORANTE INC,VILLA BARONE RISTORANTE,3289 WESTCHESTER AVE,,BRONX,NY,10461,878754,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.852692413699998,-73.827509580500006,"(40.8526924137, -73.8275095805)",221
-1,1003973,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,2023 WILLIAMSBRIDGE PASTA INC,PASTA PASTA,2023 WILIAMSBRIDGE RD,,BRONX,NY,10461,871934,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.854469682700000,-73.854693896200004,"(40.8544696827, -73.8546938962)",222
-1,1003976,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,A & A RESTAURANT INC,PINE BAR & GRILL,1634 EASTCHESTER ROAD,,BRONX,NY,10461,882795,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.845054605300000,-73.845304365600001,"(40.8450546053, -73.8453043656)",223
-1,1003986,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,EL DORADO SPORTS LOUNGE II INC,ARCHER SPORTS BAR,1511-13 WHITE PLAINS RD,,BRONX,NY,10462,873198,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.838209808000002,-73.863607468400005,"(40.838209808, -73.8636074684)",224
-1,1003988,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,FRIENDS II INC,,1448 OLMSTEAD AVENUE,,BRONX,NY,10462,876777,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.835681739199998,-73.854990080899995,"(40.8356817392, -73.8549900809)",225
-1,1003990,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,HELLENIC EFFORTS CORP,PARK BILLIARDS AND CAFE,2020 WHITE PLAINS RD,,BRONX,NY,10462,880171,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.850666763500001,-73.867842769600003,"(40.8506667635, -73.8678427696)",226
-1,1004006,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,BURKE'S BEAL BOCHT CORPORATION,AN BEAL BOCHT,445 W 238TH STREET,,BRONX,NY,10463,872787,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.887274662400003,-73.904724485200006,"(40.8872746624, -73.9047244852)",227
-1,1004015,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,MR MCGOOS INC,,5602 BROADWAY,,BRONX,NY,10463,872297,,3/2/2017 0:00:00,2/28/2019 0:00:00,40.879423201500003,-73.904254559600005,"(40.8794232015, -73.9042545596)",228
-1,1004040,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,COALITION BAR INC,FELLAS,522 CITY ISLAND AVE,,BRONX,NY,10464,875363,,6/1/2017 0:00:00,5/31/2019 0:00:00,40.852560701100003,-73.789379483299996,"(40.8525607011, -73.7893794833)",229
-1,1004046,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,JP'S INN INC,,703 MINNEFORD AVENUE,,BRONX,NY,10464,883551,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.856901529500000,-73.790541035000004,"(40.8569015295, -73.790541035)",230
-1,1004047,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,KARIKAN SEAFOOD RESTAURANT CORP,JOHNNY'S REEF RESTAURANT,2 CITY ISLAND AVE,,BRONX,NY,10464,884008,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.837600557000002,-73.782880454299999,"(40.837600557, -73.7828804543)",231
-1,1004051,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,RESA MARINA INC,SEAFOOD CITY,459 CITY ISLAND AVE,,BRONX,NY,10464,881162,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.851028415700000,-73.788458677600005,"(40.8510284157, -73.7884586776)",232
-1,1004053,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,SHAR JO RESTAURANT INC,CRAB SHANTY,361 CITY ISLAND AVENUE,,BRONX,NY,10464,875753,,7/1/2017 0:00:00,6/30/2019 0:00:00,40.848588893200002,-73.787059254599995,"(40.8485888932, -73.7870592546)",233
-1,1004054,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,SAMMYS S B REST CORP,SAMMYS ORIGINAL SHRIMP BOX,64 CITY ISLAND AVENUE,,BRONX,NY,10464,881722,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.839605203900000,-73.783576309099999,"(40.8396052039, -73.7835763091)",234
-1,1004057,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,TONYS PIER RESTAURANT INC,,1 CITY ISLAND AVENUE,,BRONX,NY,10464,885010,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.837552331099999,-73.782958925499997,"(40.8375523311, -73.7829589255)",235
-1,1004063,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,394 CITY ISLAND AVENUE INC,ARTIE'S STEAK & SEAFOOD,394 CITY ISLAND AVENUE,,BRONX,NY,10464,868648,,1/1/2017 0:00:00,12/31/2018 0:00:00,40.849601266500002,-73.787302633500005,"(40.8496012665, -73.7873026335)",236
-1,1004086,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,VELIES DINER CORP,CROSSTOWN DINER,2880 BRUCKNER BLVD,,BRONX,NY,10465,869543,,1/1/2017 0:00:00,12/31/2018 0:00:00,40.832581548400000,-73.828693129000001,"(40.8325815484, -73.828693129)",237
-1,1004087,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,3201 PUB INC,PJ BRADYS BAR RESTAURANT,3201 PHILIP AVENUE,,BRONX,NY,10465,870161,,2/1/2017 0:00:00,1/31/2019 0:00:00,40.830565610999997,-73.818080377399994,"(40.830565611, -73.8180803774)",238
-1,1004093,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,CULLEN TAVERN INC,,4340 WHITE PLAINS ROAD,,BRONX,NY,10466,873312,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.896803412700002,-73.855517144499998,"(40.8968034127, -73.8555171445)",239
-1,1004119,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,PAZ CAFE LTD,WOODLAWN CAFE,3700 JEROME AVENUE,,BRONX,NY,10467,876788,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.887460499699998,-73.877855697100003,"(40.8874604997, -73.8778556971)",240
-1,1004120,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,PYRAMID EXOTIC BAR & REST INC,,3825 WHITE PLAINS ROAD,,BRONX,NY,10467,878521,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.884325105599999,-73.862550181700001,"(40.8843251056, -73.8625501817)",241
-1,1004142,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,MONTEZUMA MEXICAN REST INC,,119 WEST KINGSBRIDGE RD,AKA W. KINGSBRIDGE ROAD,BRONX,NY,10468,880626,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.868739886699998,-73.902300933399999,"(40.8687398867, -73.9023009334)",242
-1,1004147,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,2960 TAVERN INC,EMERALD BAR,2960 JEROME AVENUE,,BRONX,NY,10468,871027,,2/1/2017 0:00:00,1/31/2019 0:00:00,40.872750790700003,-73.889573001299993,"(40.8727507907, -73.8895730013)",243
-1,1004150,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,BOWLERS BAR CORP,,1215 E GUNHILL ROAD,,BRONX,NY,10469,867313,,11/1/2016 0:00:00,10/31/2018 0:00:00,40.872836146700003,-73.851968733800007,"(40.8728361467, -73.8519687338)",244
-1,1004154,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,JO & ED CATERERS CORP,FRATELLI RESTAURANT,2507 EASTCHESTER ROAD,,BRONX,NY,10469,892608,,7/1/2018 0:00:00,6/30/2020 0:00:00,40.862995847100002,-73.843498548599996,"(40.8629958471, -73.8434985486)",245
-1,1004158,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,PELHAM BAY DINER INC,,1920 E GUNHILL ROAD,,BRONX,NY,10469,871211,,2/6/2017 0:00:00,1/31/2019 0:00:00,40.862443114900003,-73.831403985899996,"(40.8624431149, -73.8314039859)",246
-1,1004165,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,C & C 4299 KATONAH INC,BEHANS,4299 KATONAH AVENUE,,BRONX,NY,10470,871144,,2/2/2017 0:00:00,1/31/2019 0:00:00,40.898567434999997,-73.867438447599994,"(40.898567435, -73.8674384476)",247
-1,1004173,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,MICHAEL MOYNIHAN,AQUEDUCT NORTH,4277 KATONAH AVENUE,,BRONX,NY,10470,874325,,5/1/2017 0:00:00,4/30/2019 0:00:00,40.897820050900002,-73.867301918699994,"(40.8978200509, -73.8673019187)",248
-1,1004202,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,5686 REST OF RIVERDALE INC,,5686 RIVERDALE AVENUE,,BRONX,NY,10471,893645,,8/1/2018 0:00:00,7/31/2020 0:00:00,40.906089965900001,-73.904236668400003,"(40.9060899659, -73.9042366684)",249
-1,1004203,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,5816 RESTAURANT CORP,,5816 MOSHOLU AVENUE,,BRONX,NY,10471,877665,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.904910990099999,-73.897009549700002,"(40.9049109901, -73.8970095497)",250
-1,1004213,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,JOES PLACE OF THE BRONX NY INC,,1841 WESTCHESTER AVE,,BRONX,NY,10472,881748,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.832403148600001,-73.864559798700000,"(40.8324031486, -73.8645597987)",251
-1,1004241,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,BAY PLAZA APPLE LLC,APPLEBEES NEGHBORD GRILL &,"2276 BARTOW AVE, STORE 1",BAY PLAZA COMMUNITY CENTER,BRONX,NY,10475,880059,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.868710820399997,-73.822068979400001,"(40.8687108204, -73.8220689794)",252
-1,1004243,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,HOLLERS LOUNGE INC,,2417 HOLLERS AVENUE,,BRONX,NY,10475,876394,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.885965497599997,-73.822736069300007,"(40.8859654976, -73.8227360693)",253
-1,1011707,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BHRC CORP,,151 MONTAGUE STREET,,BROOKLYN,NY,11201,885456,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.694595729100001,-73.993374347300005,"(40.6945957291, -73.9933743473)",669
-1,1011711,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BROOKLYN SPORTS LTD,CODY'S ALE HOUSE GRILL,154 COURT STREET,,BROOKLYN,NY,11201,873152,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.688671984199999,-73.992931163300000,"(40.6886719842, -73.9929311633)",670
-1,1011728,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,GMS RESTAURANT CORP,HEIGHTS CAFE,84 MONTAGUE STREET,,BROOKLYN,NY,11201,874086,,5/1/2017 0:00:00,4/30/2019 0:00:00,40.695181046000002,-73.995924504399994,"(40.695181046, -73.9959245044)",671
-1,1011738,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MONTERO BAR & GRILL INC,,73 ATLANTIC AVE,,BROOKLYN,NY,11201,883990,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.691296550300002,-73.997786043600001,"(40.6912965503, -73.9977860436)",672
-1,1011739,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,NOODLE PUDDING INC,NOODLE PUDDING,38 40 HENRY STREET,,BROOKLYN,NY,11201,872454,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.654473983400003,-74.010801846199996,"(40.6544739834, -74.0108018462)",673
-1,1011741,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PSB SATELLITES LTD,HENRY STREET ALE HOUSE,62 HENRY ST BKLYN HGHTS ANNEX,,BROOKLYN,NY,11201,871560,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.699053323699999,-73.992317151799995,"(40.6990533237, -73.9923171518)",674
-1,1011742,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PARK PLAZA RESTAURANT INC,,220 CADMAN PLAZA WEST,,BROOKLYN,NY,11201,884630,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.697606469900002,-73.991551516399994,"(40.6976064699, -73.9915515164)",675
-1,1011747,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,RIEZVEE RESTAURANT INC,,44 HENRY STREET,,BROOKLYN,NY,11201,881450,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.699615921300001,-73.992044189400005,"(40.6996159213, -73.9920441894)",676
-1,1011756,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TBT RESTAURANT CORP,TERESAS RESTAURANT,80 MONTAGUE STREET,,BROOKLYN,NY,11201,891581,,6/1/2018 0:00:00,5/31/2020 0:00:00,40.695227842100003,-73.996093589500006,"(40.6952278421, -73.9960935895)",677
-1,1011786,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,ANTHONY VERTOLOMO INC,LA PALINA RESTAURANT,159 161 AVE O,,BROOKLYN,NY,11204,872006,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.610819060300003,-73.978860268600002,"(40.6108190603, -73.9788602686)",678
-1,1011810,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BAG OF DOBBERS INC,,242 DEKALB AVENUE,,BROOKLYN,NY,11205,871587,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.689425579300000,-73.969459623500001,"(40.6894255793, -73.9694596235)",679
-1,1011815,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,FIVE SPOT SOUL FOOD INC,,459 MYRTLE AVE,,BROOKLYN,NY,11205,881156,,12/26/2017 0:00:00,11/30/2019 0:00:00,40.693395680499997,-73.967009899499999,"(40.6933956805, -73.9670098995)",680
-1,1011817,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,LA CANTINA PARK INC,THE GENERAL GREENE,229 DEKALB AVENUE,,BROOKLYN,NY,11205,892109,,6/1/2018 0:00:00,5/31/2020 0:00:00,40.689561996400002,-73.970157912999994,"(40.6895619964, -73.970157913)",681
-1,1011860,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,2870 LINDEN BOULEVARD INC,,2870 LINDEN BLVD,,BROOKLYN,NY,11208,876157,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.669902255200000,-73.858110140700006,"(40.6699022552, -73.8581101407)",682
-1,1011875,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CAPTIVA ENTERPRISES INC,CAPPUCCINO CAFE,7721 3RD AVE,,BROOKLYN,NY,11209,881196,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.629855527799997,-74.028445688900007,"(40.6298555278, -74.0284456889)",683
-1,1011894,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,GORM REST INC,HUNTER'S STEAK & ALE HOUSE,9404 4TH AVENUE,,BROOKLYN,NY,11209,874039,,5/1/2017 0:00:00,4/30/2019 0:00:00,40.616661516199997,-74.030935929999998,"(40.6166615162, -74.03093593)",684
-1,1011896,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,JAB ENTERPRISES INC,GREENHOUSE CAFE,7715 7717 7719 3RD AVENUE,,BROOKLYN,NY,11209,872194,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.629852790900003,-74.028371171200007,"(40.6298527909, -74.0283711712)",685
-1,1011906,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,LACONIAN ENTERPRISES LTD,ELIA,8611 3RD AVENUE,,BROOKLYN,NY,11209,878837,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.623349509800001,-74.031036362699993,"(40.6233495098, -74.0310363627)",686
-1,1011912,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MEZCALS DOS RESTAURANT CORP,,7508 3RD AVENUE,,BROOKLYN,NY,11209,892450,,8/1/2018 0:00:00,7/31/2020 0:00:00,40.631399499899999,-74.027885603200005,"(40.6313994999, -74.0278856032)",687
-1,1011922,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,O SULLIVANS PUB & GRUB LTD,,8902 3RD AVENUE,,BROOKLYN,NY,11209,876470,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.621333079499998,-74.032021950499995,"(40.6213330795, -74.0320219505)",688
-1,1011923,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,OLD WORLD HOLDINGS INC,DELIAS LOUNGE,9224 3RD AVE,,BROOKLYN,NY,11209,879451,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.618791473700000,-74.033033179900002,"(40.6187914737, -74.0330331799)",689
-1,1011926,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PAMS BAR INC,P C'S BAR,7215 5TH AVENUE,,BROOKLYN,NY,11209,876288,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.631569653400000,-74.021718015499999,"(40.6315696534, -74.0217180155)",690
-1,1011927,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PIZZERIA UNO OF BAY RIDGE INC,UNO CHICAGO GRILL,9201 4TH AVENUE,,BROOKLYN,NY,11209,886252,,5/1/2018 0:00:00,4/30/2020 0:00:00,40.618301143799997,-74.030117708999995,"(40.6183011438, -74.030117709)",691
-1,1011940,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,STEGER RESTAURANT INC,CHADWICKS,8822 8824 3RD AVENUE,,BROOKLYN,NY,11209,877591,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.621890387000001,-74.031792369100003,"(40.621890387, -74.0317923691)",692
-1,1011942,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TEREUS CAFE INC,OMONIA CAFE,7612 14 3RD AVENUE,,BROOKLYN,NY,11209,885432,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.618325512500000,-74.005990301500006,"(40.6183255125, -74.0059903015)",693
-1,1011959,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,7221 SOMEPLACE ELSE LTD,CATCH 22,7221 3RD AVENUE,,BROOKLYN,NY,11209,878318,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.633348166600001,-74.026943236700006,"(40.6333481666, -74.0269432367)",694
-1,1011961,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,7525 WILD ROVER CORP,THE BEAN POST,7525 5TH AVE,,BROOKLYN,NY,11209,884719,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.629266197000000,-74.022647630300000,"(40.629266197, -74.0226476303)",695
-1,1011980,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,8812 8814 RESTAURANT CORP,ARIRANG HIBACHI STEAKHOUSE,8812 8814 4TH AVENUE,& SUSHI BAR,BROOKLYN,NY,11209,872774,,4/1/2017 0:00:00,3/31/2019 0:00:00,40.621173676200002,-74.029091293999997,"(40.6211736762, -74.029091294)",696
-1,1011987,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,9715 KILDARE INC,KITTY KIERNANS,9715 9717 3RD AVENUE,,BROOKLYN,NY,11209,869090,,1/1/2017 0:00:00,12/31/2018 0:00:00,40.615689315499999,-74.034140779500007,"(40.6156893155, -74.0341407795)",697
-1,1011998,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BERES BAR & PUB INC,MUGS ALEHOUSE,125 BEDFORD AVENUE,,BROOKLYN,NY,11211,877608,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.719477304599998,-73.955863740300003,"(40.7194773046, -73.9558637403)",698
-1,1012005,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,FROST RESTAURANT INC,,193 FROST ST,,BROOKLYN,NY,11211,871539,,3/1/2017 0:00:00,2/28/2019 0:00:00,40.718286598200002,-73.943343053400000,"(40.7182865982, -73.9433430534)",699
-1,1012019,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MARLOW INC,THE DINER,85 BROADWAY,,BROOKLYN,NY,11249,869085,,1/1/2017 0:00:00,12/31/2018 0:00:00,40.710639772699999,-73.965586190799996,"(40.7106397727, -73.9655861908)",701
-1,1012029,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,T C K MANAGEMENT INC,PUMPS EXOTIC DANCING,1089 GRAND STREET,,BROOKLYN,NY,11211,894039,,9/1/2018 0:00:00,8/31/2020 0:00:00,40.714005121299998,-73.932565712699997,"(40.7140051213, -73.9325657127)",702
-1,1012031,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,"TURKEYS NEST INC,THE",,94 BEDFORD AVE,,BROOKLYN,NY,11249,883630,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.720612156900003,-73.954822831599998,"(40.7206121569, -73.9548228316)",703
-1,1012032,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,"709 LORIMER ST REST CORP, THE",PETE'S CANDY STORE,709 LORIMER STREET,,BROOKLYN,NY,11211,882875,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.718155888100000,-73.950106685400002,"(40.7181558881, -73.9501066854)",704
-1,1012043,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,536 DRIGGS AVE CORP,THE ABBEY,536 DRIGGS AVE,,BROOKLYN,NY,11211,868356,,12/1/2016 0:00:00,11/30/2018 0:00:00,40.717467500399998,-73.956069174000007,"(40.7174675004, -73.956069174)",705
-1,1012080,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,HOOLEYS OF BROOKLYN INC,FARRELLS,215 PROSPECT PARK WEST,AKA 440  16TH STREET,BROOKLYN,NY,11215,878785,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.660350582800000,-73.980326180600002,"(40.6603505828, -73.9803261806)",707
-1,1012083,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,K J S P M K A INC,RHYTHM & BOOZE,1674 10TH AVE,,BROOKLYN,NY,11215,882584,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.657608647099998,-73.979457533100003,"(40.6576086471, -73.9794575331)",708
-1,1012088,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MEZCALS OF 5TH AVE REST CORP,MEZCALS,223 5TH AVENUE,,BROOKLYN,NY,11215,892971,,8/1/2018 0:00:00,7/31/2020 0:00:00,40.675782873199999,-73.980837481899997,"(40.6757828732, -73.9808374819)",709
-1,1012089,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MICHAEL HALKIAS,PROSPECT HALL,263 273 PROSPECT AVE,,BROOKLYN,NY,11215,884394,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.663518652800001,-73.989385512300004,"(40.6635186528, -73.9893855123)",710
-1,1012097,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,OXIS OCNI REST INC,SANTA FE GRILL,60 7TH AVE,,BROOKLYN,NY,11217,883112,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.675750482500000,-73.974563863699998,"(40.6757504825, -73.9745638637)",711
-1,1012112,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SOLTONE INC,JOHNNY MACKS,1114 1116 8TH AVENUE,,BROOKLYN,NY,11215,874770,,6/1/2017 0:00:00,5/31/2019 0:00:00,40.664462720800003,-73.980361364299995,"(40.6644627208, -73.9803613643)",712
